#{"t_start": 1627294149.254651, "env_id": null}
r,l,t
-1.04,5,12.352988
-1.48,49,12.39327
-1.11,12,12.404683
-1.24,25,12.425488
-1.57,58,12.467335
-1.97,98,12.537018
-1.13,14,12.549004
-1.36,37,12.578613
-1.04,5,12.583972
-1.28,29,12.610163
-1.38,39,12.643233
-1.16,17,12.658699
-1.28,29,12.683064
-1.3,31,12.721698
-1.01,2,12.724524
-1.02,3,12.729177
-2.02,103,12.80447
-1.05,6,12.812342
-1.04,5,12.819094
-1.47,48,12.853822
-1.04,5,12.861038
-1.4,41,12.894909
-1.05,6,12.901855
-1.12,13,12.915674
-1.16,17,12.930362
-1.08,9,12.942351
-1.24,25,12.962885
-1.05,6,12.969726
-1,1,12.971872
-1.08,9,12.983888
-1.03,4,12.988332
-1.02,3,12.993123
-1.01,2,12.997771
-1.02,3,13.002552
-1.92,93,13.074135
-1.2,21,13.096213
-1.16,17,13.115525
-1.22,23,13.135387
-1.24,25,13.158381
-1.04,5,13.163682
-1.01,2,13.166982
-1.85,86,13.227221
-1.22,23,13.245634
-1.14,15,13.261401
-0.96,97,13.336016
-1.74,75,13.392232
-1.97,98,13.46313
-1.06,7,13.469917
-1,1,13.471972
-1.61,62,13.515835
-1.68,69,13.566407
-1.44,45,13.598646
-2.65,166,13.714129
-1.04,5,13.72079
-2.01,102,13.792339
-1.3,31,13.81887
-1.04,5,13.826468
-1.86,87,13.88848
-1.04,5,13.89357
-1.67,68,14.674661
-2.72,173,14.790096
-1.2,21,14.809229
-1.8,81,14.869243
-1.83,84,14.927606
-1.27,28,14.952738
-1.39,40,14.982584
-1.33,34,15.01087
-1.9,91,15.076832
-1.57,58,15.12029
-1.06,7,15.127782
-1.16,17,15.146083
-1.1,11,15.156539
-1.08,9,15.166424
-1.08,9,15.177911
-1.34,35,15.20914
-1.02,3,15.212749
-1.26,27,15.239011
-1.88,89,15.302095
-1.2,21,15.320394
-1.35,36,15.351661
-1.28,29,15.376022
-1.02,3,15.380362
-1.21,22,15.401107
-1.81,82,15.459479
-1.01,2,15.463539
-1.46,47,15.49732
-1,1,15.499427
-1.35,36,15.531046
-2.16,117,15.61377
-1.13,14,15.627127
-1.12,13,15.643143
-1.58,59,15.686005
-1.48,49,15.722846
-1.06,7,15.729543
-1.11,12,15.744113
-1.31,32,15.778385
-1.01,2,15.781626
-1.34,35,15.810411
-1.05,6,15.817129
-1.12,13,15.830516
-2.06,107,15.904489
-1.05,6,15.910255
-1.08,9,15.91871
-1.02,3,15.92194
-1.16,17,15.941691
-1.28,29,15.96508
-1.39,40,16.00124
-1.23,24,16.021562
-2.06,107,16.099113
-1.1,11,16.109979
-1.02,3,16.113157
-1.19,20,16.135141
-1.17,18,16.155786
-1.16,17,16.174256
-1.08,9,16.184047
-1.08,9,16.194356
-1.02,3,16.200409
-1.38,39,16.23476
-1.1,11,16.246232
-1.1,11,16.256926
-1.27,28,16.278126
-1.17,18,16.294729
-1.59,60,17.068677
-1.14,15,17.081025
-1.64,65,17.129939
-1.85,86,17.192135
-1.22,23,17.21454
-1.58,59,17.255073
-1.27,28,17.280487
-1.06,7,17.28948
-1.88,89,17.354887
-1.5,51,17.394731
-1.74,75,17.453685
-1.82,83,17.513617
-1.26,27,17.53824
-1.38,39,17.569039
-1.21,22,17.588135
-1.95,96,17.659468
-1.1,11,17.673923
-1.08,9,17.682232
-1.18,19,17.700507
-1.85,86,17.759654
-1.09,10,17.773138
-1.1,11,17.783622
-1.13,14,17.796936
-2.97,198,17.935795
-1.06,7,17.943959
-1.07,8,17.953773
-1.01,2,17.956899
-1.23,24,17.978076
-1.16,17,17.996969
-1.78,79,18.053742
-1.09,10,18.065025
-1.19,20,18.080924
-1.1,11,18.090905
-1.13,14,18.102989
-1.11,12,18.115469
-1.15,16,18.130318
-1.03,4,18.135923
-1.13,14,18.15037
-1.13,14,18.162254
-2.5,151,18.264359
-1.67,68,18.311905
-2.14,115,18.391611
-2.77,178,18.514037
-1.1,11,18.525195
-0.88,89,18.591138
-1.72,73,19.37587
-1.28,29,19.397872
-1.79,80,19.452875
-1.2,21,19.471576
-1.1,11,19.48315
-1.23,24,19.501127
-2.46,147,19.603432
-1.27,28,19.626844
-1.72,73,19.681171
-2.11,112,19.759218
-2.25,126,19.844391
-1.45,46,19.881647
-1.26,27,19.903915
-1.63,64,19.949297
-1.95,96,20.017815
-1.7,71,20.070205
-1.3,31,20.097717
-1.05,6,20.103882
-0.47,48,20.139161
-1.93,94,20.204748
-1.5,51,20.242344
-1.06,7,20.249255
-1.54,55,20.288312
-1.08,9,20.299248
-1.81,82,20.35567
-2.32,133,20.447319
-1.95,96,20.511653
-1.68,69,20.565881
-1.43,44,20.600848
-1.7,71,20.651922
-3.36,237,20.807925
-2.5,151,21.648079
-1.43,44,21.683758
-1.33,134,21.778179
-1.44,45,21.818601
-1.57,58,21.860863
-1.03,4,21.86534
-2.59,160,21.978343
-1.58,59,22.020182
-2.13,114,22.099943
-2.18,119,22.180951
-2.65,166,22.295346
-2.0,101,22.363407
-1.11,12,22.37794
-2.08,109,22.454976
-2.95,196,22.587566
-1.03,4,22.591498
-1.07,8,22.599785
-1.09,10,22.614084
-2.4,141,22.714455
-1.09,10,22.72425
-1.98,99,22.79484
-0.42,43,22.82775
-1.04,5,22.836216
-1.55,56,22.87874
-1.89,90,22.940042
-1.05,6,22.945525
-1.04,5,22.952838
-3.1,211,23.874869
-1.29,30,23.901465
-2.65,166,24.01814
-1.12,13,24.034949
-1.17,18,24.052225
-3.04,205,24.192734
-1.22,23,24.213018
-2.58,159,24.31906
-1.06,7,24.327149
-1.46,47,24.36085
-1.4,41,24.391914
-1.16,17,24.406368
-1.12,13,24.42005
-1.64,65,24.470164
-1.64,65,24.51587
-1.09,10,24.525157
-1.01,2,24.527955
-2.62,163,24.636137
-1.21,22,24.655337
-1.04,5,24.661315
-1.36,37,24.690894
-1.82,83,24.750322
-1.46,47,24.784334
-1.34,35,24.810966
-4.58,359,25.046586
-1.1,11,25.057797
-0.35,36,25.085247
-1.21,22,25.107497
-1.12,13,25.119285
-0.55,56,25.165861
-1.96,97,25.245247
-1.1,11,25.259193
-1.45,46,25.296836
-1.43,44,26.082341
-1.06,7,26.090787
-1.42,43,26.121711
-5.06,407,26.394621
-1.34,35,26.425277
-1.72,73,26.481561
-1.05,6,26.48923
-1.74,75,26.543245
-1.28,29,26.569161
-3.73,274,26.75092
-3.39,240,26.9137
-1.07,8,26.922764
-1.02,3,26.926279
-1.86,87,26.989853
-1.84,85,27.049124
-0.47,48,27.089331
-2.2,121,27.173683
-1.29,30,27.19754
-1.77,78,27.254285
-1.58,59,27.296849
-1.17,18,27.313394
-1.19,20,27.331309
-1.76,77,27.386317
-1.4,41,27.41992
-7.38,639,28.606655
-1.12,13,28.618334
-1.12,13,28.631844
-4.08,309,28.838551
-1.18,19,28.857258
-1.81,82,28.914763
-1.13,14,28.925866
-1.11,12,28.937743
-1.6,61,28.984907
-1.39,40,29.017688
-1.45,46,29.051675
-3.84,285,29.243718
-1.08,9,29.255961
-2.41,142,29.35353
-1.87,88,29.419434
-2.62,163,29.528808
-1.24,25,29.548493
-1.06,7,29.55626
-2.54,155,29.672184
-1.08,9,29.681465
-2.35,136,30.524931
-1.09,10,30.53517
-5.28,429,30.817512
-1.09,10,30.827323
-3.71,272,31.007126
-1.21,22,31.028007
-1.4,41,31.06141
-1.11,12,31.072614
-2.36,137,31.16943
-5.45,446,31.466388
-4.59,360,31.711242
-2.3,131,31.799451
-2.0,101,31.875483
-3.83,284,32.794948
-1.14,15,32.813838
-5.53,454,33.109166
-2.01,102,33.182634
-1.41,42,33.215369
-0.69,70,33.265643
-8.03,704,33.722965
-10.01,1001,35.101688
-2.56,157,35.206234
-7.91,692,35.648034
-1.12,13,35.665513
-4.63,464,35.970238
-1.16,17,35.985973
-2.47,148,36.81192
-4.32,333,37.030962
-1.61,62,37.073777
-6.03,504,37.397525
-3.06,207,37.536944
-1.66,67,37.587153
-1.85,86,37.65109
-10.01,1001,39.003789
-1.39,40,39.037499
-1.19,20,39.055076
-2.1,111,39.131716
-1.15,16,39.151888
-1.11,12,39.16521
-2.14,115,39.25223
-1.23,24,39.273328
-1.96,97,39.340776
-2.1,111,39.420719
-9.7,871,39.974623
-8.47,748,41.183707
-4.9,391,41.442171
-1.88,89,41.503888
-2.74,175,41.620322
-2.62,163,41.733187
-2.88,189,41.861303
-4.86,387,42.131619
-1.94,95,42.203076
-1.57,58,42.248401
-10.01,1001,43.608933
-6.06,507,43.939512
-2.51,152,44.041645
-1.64,65,44.088263
-3.44,245,44.245509
-2.52,153,44.347448
-7.1,711,45.545052
-3.43,244,45.704099
-10.98,999,46.350818
-10.01,1001,47.71934
-10.01,1001,48.355742
-10.01,1001,49.718658
-2.95,296,49.916964
-10.58,959,51.251395
-8.01,702,51.703788
-10.51,952,52.309373
-2.44,145,52.407394
-6.99,600,53.513378
-1.87,88,53.57372
-10.62,963,54.185278
-2.27,128,54.278273
-3.32,233,54.432085
-5.75,476,55.468373
-2.4,141,55.563884
-2.19,220,55.708952
-1.91,92,55.772655
-10.01,1001,56.401649
-10.01,1001,57.770925
-10.01,1001,58.411636
-4.07,308,58.613863
-10.01,1001,59.988393
-8.42,743,60.460755
-5.69,470,61.494597
-10.01,1001,62.157877
-1.66,67,62.205808
-11.0,1001,63.650567
-1.91,92,63.724036
-1.23,24,63.7535
-2.93,194,63.88853
-4.79,380,64.135377
-8.21,722,64.612128
-3.7,271,64.794558
-10.01,1001,66.184785
-2.27,128,66.270728
-10.01,1001,66.921825
-10.01,1001,68.338277
-1.39,40,68.37878
-10.01,1001,69.034913
-5.51,452,70.049444
-10.01,1001,70.698338
-10.01,1001,72.08362
-1.36,37,72.112955
-1.29,30,72.136992
-3.7,271,72.333603
-1.99,100,72.404937
-6.9,591,72.799597
-10.01,1001,74.18986
-6.16,517,74.529515
-1.19,20,74.544437
-8.45,746,75.049869
-10.01,1001,76.438685
-1.19,20,76.462323
-10.01,1001,77.124005
-1.99,100,77.189882
-6.16,517,77.541313
-1.06,7,77.550703
-8.43,744,78.768033
-10.01,1001,79.42838
-3.57,258,79.597648
-10.01,1001,80.984681
-9.43,844,81.539588
-10.01,1001,82.942366
-4.71,372,83.195413
-10.01,1001,84.586805
-1.71,72,84.63954
-10.01,1001,85.293205
-10.7,971,86.664258
-10.01,1001,87.323091
-4.01,302,87.520996
-5.23,524,87.852766
-3.04,205,88.715646
-10.01,1001,89.380894
-1.81,82,89.438054
-10.01,1001,90.832412
-10.01,1001,91.486406
-3.06,207,91.623754
-1.13,114,91.707516
-10.01,1001,93.137962
-10.01,1001,93.809257
-10.01,1001,95.192164
-10.01,1001,95.842386
-4.65,366,96.076394
-7.11,612,97.206949
-10.01,1001,97.889296
-7.06,607,98.289189
-3.32,233,99.168359
-10.01,1001,99.832613
-2.26,127,99.936099
-10.01,1001,101.338743
-10.01,1001,101.997903
-1.68,69,102.047508
-10.01,1001,103.440357
-10.01,1001,104.106993
-1.09,10,104.120701
-10.01,1001,105.529695
-6.12,613,105.9259
-10.01,1001,106.600233
-1.39,40,106.631624
-1.44,45,106.665779
-8.13,714,107.923518
-1.45,46,107.955427
-10.01,1001,108.635995
-7.53,654,109.8153
-1.11,12,109.8274
-10.01,1001,110.514229
-10.01,1001,111.930012
-1.3,31,111.953885
-10.01,1001,112.605605
-10.01,1001,114.00101
-1.21,22,114.019261
-6.26,627,114.435445
-1.41,42,114.467679
-2.98,199,114.609815
-3.24,225,114.764793
-3.25,226,114.915949
-1.31,32,114.93772
-1.61,62,114.981516
-3.61,262,115.165077
-10.03,904,116.480111
-1.41,42,116.510886
-1.09,10,116.523617
-10.01,1001,117.196495
-1.71,72,117.247518
-1.05,6,117.258642
-10.01,1001,118.726152
-10.01,1001,119.398222
-10.01,1001,120.780252
-1.51,52,120.816548
-10.01,1001,121.480335
-10.01,1001,122.860722
-2.36,137,122.951349
-10.01,1001,123.60929
-5.04,405,124.676487
-10.01,1001,125.345532
-3.14,215,125.484665
-10.01,1001,126.878459
-2.87,188,127.00249
-10.01,1001,127.674123
-2.13,214,127.813825
-10.01,1001,129.208601
-1.98,99,129.2792
-2.39,140,129.376991
-10.01,1001,130.061096
-9.42,843,131.361849
-10.01,1001,132.006974
-10.01,1001,133.428586
-10.01,1001,134.103823
-10.01,1001,135.507563
-10.01,1001,136.149288
-10.01,1001,137.543204
-10.66,967,138.169591
-10.01,1001,139.560943
-3.22,323,139.770692
-10.01,1001,140.418269
-4.88,389,141.386093
-10.01,1001,142.043854
-2.24,125,142.129776
-10.01,1001,143.494659
-10.01,1001,144.12653
-10.01,1001,145.535684
-10.01,1001,146.26078
-1.13,14,146.274305
-9.78,879,147.582777
-1.89,90,147.646123
-10.01,1001,148.32131
