#{"t_start": 1627293962.9208677, "env_id": null}
r,l,t
-1.04,5,1.126334
-1.11,12,1.140493
-1.01,2,1.144816
-1.13,14,1.15885
-1.05,6,1.165605
-1.02,3,1.169435
-1.01,2,1.172384
-1.04,5,1.1789
-1.01,2,1.182059
-1.21,22,1.199663
-1,1,1.201787
-1.03,4,1.206285
-1.02,3,1.211431
-1,1,1.213722
-1,1,1.215715
-1.02,3,1.220473
-1.01,2,1.223382
-1.02,3,1.229627
-1,1,1.231348
-1.01,2,1.234236
-1.05,6,1.243194
-1,1,1.245343
-1.03,4,1.251301
-1.05,6,1.257682
-1.04,5,1.264045
-1.01,2,1.266695
-1.14,15,1.281878
-1.02,3,1.285755
-1,1,1.287968
-1,1,1.290152
-1.03,4,1.295577
-1.03,4,1.300759
-1.01,2,1.304485
-1.01,2,1.307697
-1,1,1.309689
-1.06,7,1.317351
-1.01,2,1.320331
-1.01,2,1.323042
-1.01,2,1.32599
-1,1,1.327667
-1.06,7,1.337417
-1,1,1.339376
-1.15,16,1.359266
-1,1,1.36153
-1.02,3,1.365578
-1.03,4,1.371999
-1.01,2,1.374821
-1.01,2,1.378422
-1.02,3,1.383163
-1.08,9,1.393999
-1.02,3,1.399122
-1.02,3,1.402888
-1.02,3,1.407042
-1,1,1.409294
-1.07,8,1.417429
-1.06,7,1.424367
-1,1,1.426699
-1.01,2,1.429467
-1,1,1.43168
-1.03,4,1.43705
-1,1,1.43916
-1.06,7,1.447476
-1.2,21,1.469571
-1,1,1.47171
-1.03,4,1.475932
-1.01,2,1.479297
-1,1,1.48145
-1.03,4,1.487354
-1.02,3,1.492156
-1.03,4,1.497523
-1.06,7,1.503654
-1.01,2,1.508276
-1.03,4,1.514216
-1.1,11,1.528704
-1.01,2,1.53291
-1.02,3,1.536635
-1.01,2,1.539787
-1.06,7,1.548849
-1.03,4,1.555077
-1.02,3,1.56138
-1.01,2,1.566232
-1.03,4,1.571076
-1.09,10,1.587699
-1.01,2,1.590945
-1.04,5,1.596945
-1.04,5,1.602886
-1.06,7,1.610436
-1.01,2,1.613159
-1.02,3,1.618875
-1.06,7,1.627309
-1,1,1.629465
-1,1,1.631695
-1.01,2,1.634253
-1.06,7,1.642802
-1.1,11,1.653531
-1.02,3,1.659418
-1.04,5,1.665148
-1.03,4,1.670347
-1,1,1.67241
-1.11,12,1.689387
-1.03,4,1.693869
-1.03,4,1.699345
-1,1,1.70147
-1.06,7,1.71032
-1,1,1.712603
-1.11,12,1.728389
-1.02,3,1.731917
-1.03,4,1.73883
-1.05,6,1.747038
-1.04,5,1.753844
-1.03,4,1.758933
-1.02,3,1.763506
-1.11,12,1.778134
-1,1,1.780148
-1,1,1.782226
-1,1,1.784279
-1.01,2,1.788692
-1,1,1.790811
-1.08,9,1.805438
-1.03,4,1.809871
-1.04,5,1.816995
-1.04,5,1.824642
-1,1,1.826799
-1,1,1.828836
-1.03,4,1.835317
-1.02,3,1.842014
-1.01,2,1.84494
-1.03,4,1.850599
-1.05,6,1.857383
-1.06,7,1.863761
-1.02,3,1.867085
-1.06,7,1.880758
-1.22,23,1.900833
-1.01,2,1.904932
-1,1,1.906912
-1.02,3,1.911731
-1.01,2,1.914376
-1.01,2,1.91713
-1.03,4,1.923079
-1.01,2,1.926921
-1,1,1.929036
-1.04,5,1.937654
-1.04,5,1.945072
-1.01,2,1.949129
-1.11,12,1.965029
-1.01,2,1.968837
-1.03,4,1.974028
-1.08,9,1.983264
-1.05,6,1.992362
-1.04,5,2.000484
-1.02,3,2.005837
-1.03,4,2.011824
-1.03,4,2.018269
-1.04,5,2.025516
-1.02,3,2.030104
-1.02,3,2.034118
-1.02,3,2.03815
-1.01,2,2.042121
-1.01,2,2.045131
-1.01,2,2.049402
-1.03,4,2.055292
-1,1,2.057117
-1,1,2.059225
-1,1,2.061484
-1.03,4,2.067219
-1.03,4,2.073013
-1,1,2.075259
-1,1,2.077263
-1.07,8,2.088367
-1.09,10,2.103606
-1,1,2.105786
-1.05,6,2.112983
-1.02,3,2.119451
-1.07,8,2.127354
-1.17,18,2.147514
-1.06,7,2.1575
-1,1,2.159739
-1.01,2,2.163527
-1.03,4,2.169231
-1,1,2.171343
-1.03,4,2.176793
-1.01,2,2.179948
-1.04,5,2.189116
-1,1,2.191035
-1.01,2,2.195382
-1,1,2.19769
-1.04,5,2.206576
-1,1,2.209035
-1.03,4,2.21483
-1.05,6,2.222566
-1,1,2.224661
-1.08,9,2.234395
-1,1,2.236489
-1.09,10,2.248038
-1,1,2.250329
-1.04,5,2.256289
-1,1,2.258471
-1.04,5,2.267035
-1.04,5,2.273958
-1.02,3,2.277402
-1.01,2,2.280488
-1.08,9,2.289223
-1.03,4,2.293254
-1.01,2,2.296054
-1.05,6,2.304232
-1.02,3,2.307958
-1.02,3,2.312074
-1,1,2.314172
-1.05,6,2.32007
-1.01,2,2.32321
-1.05,6,2.331884
-1,1,2.333991
-1,1,2.335915
-1.02,3,2.341141
-1.09,10,2.352568
-1.13,14,2.367239
-1,1,2.36938
-1.05,6,2.37786
-1.01,2,2.382344
-1,1,2.384391
-1.01,2,2.387577
-1,1,2.390094
-1.01,2,2.39326
-1.01,2,2.39778
-1.01,2,2.40078
-1,1,2.403467
-1,1,2.407091
-1.01,2,2.411967
-1.03,4,2.416249
-1.01,2,2.419142
-1.08,9,2.430565
-1.04,5,2.438346
-1,1,2.440639
-1.06,7,2.448993
-1,1,2.451309
-1.08,9,2.46321
-1,1,2.465233
-1,1,2.467469
-1.06,7,2.475851
-1,1,2.478171
-1.03,4,2.484234
-1.02,3,2.488995
-1.01,2,2.492051
-1.02,3,2.498308
-1.06,7,2.508066
-1.03,4,2.513638
-1.02,3,2.517453
-1.01,2,2.520217
-1.12,13,2.531015
-1.02,3,2.535655
-1.01,2,2.538537
-1.04,5,2.544993
-1.01,2,2.549387
-1.06,7,2.557511
-1.01,2,2.560525
-1.08,9,2.569698
-1,1,2.571779
-1.07,8,2.580704
-1,1,2.582827
-1.04,5,2.590237
-1.05,6,2.597066
-1.01,2,2.601385
-1.01,2,2.604064
-1.1,11,2.617842
-1.01,2,2.620356
-1.03,4,2.624809
-1.04,5,2.631464
-1.01,2,2.635652
-1,1,2.637645
-1.04,5,2.644147
-1.02,3,2.647837
-1.01,2,2.650734
-1.02,3,2.655263
-1,1,2.656945
-1,1,2.659347
-1.03,4,2.664497
-1.02,3,2.667952
-1.03,4,2.67432
-1.05,6,2.679994
-1,1,2.682368
-1.03,4,2.689584
-1,1,2.691574
-1.01,2,2.694687
-1.01,2,2.698914
-1,1,2.701051
-1.01,2,2.704907
-1.02,3,2.708428
-1,1,2.710612
-1.11,12,2.725667
-1.01,2,2.728357
-1.03,4,2.733885
-1.06,7,2.741586
-1.02,3,2.745145
-1.08,9,2.755414
-1.01,2,2.758143
-1.01,2,2.761251
-1.07,8,2.768872
-1.02,3,2.772676
-1.05,6,2.778223
-1.03,4,2.784396
-1.02,3,2.789389
-1,1,2.791681
-1,1,2.793652
-1.08,9,2.804118
-1.01,2,2.806992
-1.01,2,2.809758
-1.02,3,2.814442
-1.06,7,2.825263
-1.02,3,2.829567
-1.02,3,2.832922
-1,1,2.835191
-1.01,2,2.837955
-1.01,2,2.841115
-1.05,6,2.848201
-1.05,6,2.855431
-1.15,16,3.613765
-1.07,8,3.625187
-1.04,5,3.631664
-1.05,6,3.6392
-1.15,16,3.65241
-1.04,5,3.659741
-1.11,12,3.674306
-1.03,4,3.678686
-1.01,2,3.681769
-1,1,3.683838
-1.09,10,3.694011
-1.02,3,3.698478
-1.08,9,3.709832
-1.2,21,3.732744
-1.02,3,3.737423
-1,1,3.739488
-1,1,3.741524
-1.01,2,3.744229
-1,1,3.746288
-1.14,15,3.763941
-1.18,19,3.786047
-1.05,6,3.793946
-1.01,2,3.79813
-1,1,3.800351
-1,1,3.802147
-1.05,6,3.811462
-1.41,42,3.842703
-1.02,3,3.847092
-1.02,3,3.85199
-1.06,7,3.860342
-1.16,17,3.880023
-1.02,3,3.884634
-1.03,4,3.889242
-1.22,23,3.916714
-1.03,4,3.922793
-1.08,9,3.931691
-1.15,16,3.946687
-1.02,3,3.951482
-1.02,3,3.958109
-1.1,11,3.969833
-1,1,3.97183
-1.01,2,3.976092
-1.14,15,3.992381
-1.05,6,4.000099
-1.01,2,4.003042
-1.09,10,4.013758
-1.05,6,4.022094
-1.04,5,4.027282
-1.01,2,4.02993
-1.02,3,4.0333
-1.08,9,4.044543
-1,1,4.046746
-1,1,4.04871
-1.03,4,4.052804
-1.06,7,4.060071
-1.02,3,4.064687
-1,1,4.066756
-1.06,7,4.074719
-1.06,7,4.083671
-1.1,11,4.095775
-1.01,2,4.09838
-1.12,13,4.114297
-1.12,13,4.13133
-1.01,2,4.13546
-1.01,2,4.138122
-1,1,4.139791
-1.2,21,4.1613
-1.03,4,4.165633
-1.04,5,4.171665
-1,1,4.173805
-1.14,15,4.188244
-1.03,4,4.193704
-1,1,4.195881
-1,1,4.197855
-1.06,7,4.205783
-1,1,4.207863
-1,1,4.20966
-1.15,16,4.224892
-1.05,6,4.23396
-1.06,7,4.24178
-1.03,4,4.246251
-1.09,10,4.259033
-1,1,4.261158
-1.01,2,4.263866
-1.06,7,4.272659
-1.14,15,4.288998
-1.05,6,4.295701
-1.03,4,4.299703
-1.03,4,4.305277
-1.01,2,4.308416
-1.04,5,4.313645
-1.25,26,4.334816
-1.12,13,4.349281
-1.03,4,4.355705
-1.02,3,4.359456
-1.01,2,4.362563
-1.05,6,4.369551
-1.12,13,4.382016
-1.04,5,4.389178
-1.03,4,4.394439
-1.01,2,4.397186
-1.03,4,4.401406
-1.07,8,4.410755
-1.11,12,4.425773
-1.01,2,4.428848
-1.08,9,4.439246
-1.01,2,4.44252
-1.1,11,4.456871
-1.04,5,4.462473
-1,1,4.464246
-1.03,4,4.469656
-1,1,4.471842
-1.01,2,4.474724
-1,1,4.476918
-1.14,15,4.494983
-1.1,11,4.510073
-1.05,6,4.517082
-1.01,2,4.521543
-1.19,20,4.544216
-1.01,2,4.546782
-1.04,5,4.551833
-1.01,2,4.554574
-1.02,3,4.559521
-1,1,4.561829
-1.16,17,4.58011
-1.05,6,4.59028
-1.02,3,4.595442
-1.01,2,4.598755
-1,1,4.600261
-1.1,11,4.610436
-1.06,7,4.617707
-1,1,4.619921
-1.06,7,4.628057
-1.01,2,4.631824
-1.07,8,4.643149
-1,1,4.645179
-1.06,7,4.655336
-1,1,4.657243
-1.15,16,4.672001
-1.12,13,4.685381
-1.03,4,4.68935
-1.07,8,4.69865
-1,1,4.700537
-1.03,4,4.707546
-1,1,4.709647
-1.11,12,4.721666
-1,1,4.723902
-1.2,21,4.744238
-1,1,4.746377
-1.12,13,4.760417
-1.11,12,4.774446
-1.05,6,4.782095
-1.11,12,4.797173
-1.06,7,4.803948
-1.02,3,4.809876
-1.01,2,4.812675
-1.04,5,4.820356
-1.04,5,4.828444
-1.04,5,4.832851
-1.12,13,4.846511
-1.03,4,4.853392
-1.12,13,4.865852
-1.03,4,4.870896
-1.02,3,4.877188
-1.08,9,4.887866
-1.05,6,4.894752
-1.02,3,4.898295
-1.01,2,4.9025
-1.18,19,4.92212
-1.04,5,4.930566
-1.01,2,4.933219
-1.07,8,4.94286
-1.04,5,4.950581
-1.03,4,4.956219
-1.08,9,4.966302
-1.04,5,4.973355
-1,1,4.975709
-1.03,4,4.981443
-1.17,18,4.997988
-1.01,2,5.001691
-1.02,3,5.006272
-1.14,15,5.024689
-1.1,11,5.035414
-1.04,5,5.041292
-1.05,6,5.051675
-1.05,6,5.059864
-1.18,19,5.077972
-1.16,17,5.095439
-1,1,5.097121
-1.03,4,5.103849
-1.13,14,5.117364
-1.02,3,5.120828
-1,1,5.122858
-1,1,5.12495
-1,1,5.127044
-1.07,8,5.135342
-1,1,5.137458
-1.01,2,5.140141
-1.18,19,5.15983
-1.01,2,5.163043
-1.02,3,5.166488
-1.1,11,5.178982
-1.01,2,5.18281
-1,1,5.185027
-1.02,3,5.18881
-1.02,3,5.192864
-1.01,2,5.19721
-1.07,8,5.205195
-1.02,3,5.208563
-1,1,5.210761
-1,1,5.212584
-1.14,15,5.227925
-1.06,7,5.236895
-1.21,22,5.255424
-1,1,5.2577
-1.14,15,5.274404
-1.19,20,5.294578
-1.03,4,5.299969
-1.15,16,5.318743
-1.12,13,5.33188
-1.01,2,5.334461
-1.09,10,5.345177
-1.08,9,5.354206
-1.01,2,5.357284
-1.04,5,5.364192
-1.03,4,5.371561
-1.07,8,5.381802
-1.06,7,5.389323
-1.02,3,5.393986
-1.01,2,5.397081
-1.02,3,5.400817
-1,1,5.402817
-1.09,10,5.414545
-1.03,4,5.419799
-1,1,5.422081
-1.01,2,5.426221
-1.18,19,5.443997
-1.02,3,5.448834
-1.05,6,5.456996
-1.07,8,5.469564
-1.04,5,5.476983
-1.01,2,5.480124
-1.01,2,5.482957
-1.34,35,5.512191
-1.13,14,5.531951
-1.1,11,5.545043
-1.17,18,5.569882
-1.07,8,5.579861
-1.06,7,5.586294
-1,1,5.588614
-1.01,2,5.591395
-1.08,9,5.603613
-1.03,4,5.610489
-1.02,3,5.614137
-1.02,3,5.618896
-1.02,3,5.623605
-1.02,3,5.627004
-1.05,6,5.633524
-1,1,5.63584
-1.12,13,5.651418
-1,1,5.653535
-1.04,5,5.661932
-1.04,5,5.669102
-1.09,10,5.67976
-1.07,8,5.690316
-1.03,4,5.694363
-1.1,11,5.704868
-1.06,7,5.711507
-1.07,8,5.722015
-1.03,4,5.730537
-1.53,54,5.771294
-1.01,2,5.77402
-1,1,5.776205
-1,1,5.778025
-1,1,5.780148
-1,1,5.782404
-1.04,5,5.788703
-1.06,7,5.797611
-1.04,5,5.80385
-1.07,8,5.814268
-1.02,3,5.820477
-1.03,4,5.825738
-1.05,6,5.832613
-1.02,3,5.837052
-1.11,12,5.851664
-1,1,5.853878
-1.05,6,5.860927
-1.04,5,5.867891
-1.07,8,5.87966
-1,1,5.881913
-1.01,2,5.886138
-1.05,6,5.892922
-1.03,4,5.897603
-1.02,3,5.900924
-1.05,6,5.908085
-1.03,4,5.912239
-1.03,4,5.91926
-1.01,2,5.923539
-1.01,2,5.927334
-0.34,35,5.956379
-1.02,3,5.961337
-1,1,5.962999
-1,1,5.965049
-1.01,2,5.967862
-1.02,3,5.971653
-1.06,7,5.980122
-1.09,10,5.991301
-1.01,2,5.994444
-1,1,5.996533
-1.1,11,6.006837
-1.01,2,6.0095
-1.06,7,6.016933
-1.01,2,6.01936
-1.07,8,6.772435
-1.09,10,6.782505
-1.12,13,6.801193
-1.08,9,6.813455
-1.08,9,6.82294
-1.12,13,6.838607
-1,1,6.840733
-1.07,8,6.849244
-1.07,8,6.858473
-1.15,16,6.875474
-1.15,16,6.88952
-1.02,3,6.893767
-1.28,29,6.919389
-1.24,25,6.944354
-1.15,16,6.958094
-1.29,30,6.982937
-1.3,31,7.013561
-1,1,7.015615
-1.06,7,7.0239
-1,1,7.026034
-1.15,16,7.040487
-1.11,12,7.050857
-1.1,11,7.06156
-0.43,44,7.095434
-1.05,6,7.10359
-1.06,7,7.112014
-1.13,14,7.126004
-1.02,3,7.129552
-1.09,10,7.142375
-1.24,25,7.169973
-1,1,7.171746
-1.27,28,7.196547
-1,1,7.19897
-1.17,18,7.214528
-1.1,11,7.223841
-1.12,13,7.234889
-1.06,7,7.244289
-1.13,14,7.257412
-1,1,7.259443
-1.05,6,7.266378
-1,1,7.268565
-1.17,18,7.288152
-1.64,65,7.333991
-1.03,4,7.339578
-1.02,3,7.344082
-1.29,30,7.370548
-1.04,5,7.378523
-0.3,31,7.405137
-1.09,10,7.416868
-1.03,4,7.420936
-1.02,3,7.425307
-1.05,6,7.432091
-1.15,16,7.446573
-1.01,2,7.450599
-1.06,7,7.457901
-1.17,18,7.483062
-1.06,7,7.490498
-0.2,21,7.51159
-1.08,9,7.520511
-1,1,7.522785
-1.03,4,7.52733
-1.3,31,7.549916
-1.07,8,7.556265
-1.01,2,7.560252
-1.02,3,7.565382
-1.41,42,7.600708
-1.05,6,7.606793
-1.01,2,7.610598
-1,1,7.612179
-1.13,14,7.625014
-1.09,10,7.637365
-1.44,45,7.673658
-1.02,3,7.677783
-1.02,3,7.682964
-1.05,6,7.688628
-1.33,34,7.713367
-1.09,10,7.725206
-1.23,24,7.749805
-1.02,3,7.754948
-1.03,4,7.759241
-1.15,16,7.778919
-1.17,18,7.800029
-1.1,11,7.811533
-1.1,11,7.82145
-1,1,7.823498
-1.06,7,7.832043
-1.01,2,7.834744
-1.02,3,7.839734
-1.16,17,7.85735
-1.01,2,7.860695
-1.04,5,7.866026
-1.08,9,7.874998
-1.03,4,7.879555
-1.11,12,7.891905
-1.07,8,7.899693
-1.19,20,7.917708
-1.06,7,7.925096
-1.18,19,7.943232
-1.34,35,7.970032
-1.2,21,7.992405
-1.07,8,8.000661
-1.03,4,8.005864
-1.16,17,8.021523
-1.02,3,8.025182
-1.04,5,8.03132
-1.12,13,8.043962
-1.01,2,8.046707
-1.06,7,8.054025
-1,1,8.056297
-1.06,7,8.063448
-1.21,22,8.081342
-1.24,25,8.101965
-1.08,9,8.114211
-0.54,55,8.158975
-1.1,11,8.169996
-1.01,2,8.172707
-1.27,28,8.202644
-1.03,4,8.208085
-1.03,4,8.215846
-1,1,8.217953
-1.18,19,8.235892
-1,1,8.238182
-1.01,2,8.241994
-1.06,7,8.251018
-1.11,12,8.265828
-1.04,5,8.271885
-1.01,2,8.275755
-1.01,2,8.279387
-1.01,2,8.283347
-1.04,5,8.290598
-1.01,2,8.293404
-1.09,10,8.30689
-1.11,12,8.320317
-1.41,42,8.353949
-1.23,24,8.375545
-1.07,8,8.384531
-1.02,3,8.387993
-1.07,8,8.394615
-1.07,8,8.404449
-1.06,7,8.41249
-1.05,6,8.417986
-1.46,47,8.457739
-1.09,10,8.466711
-1.1,11,8.47815
-1.15,16,8.492972
-1.42,43,8.526717
-0.94,95,8.592033
-1,1,8.594306
-1,1,8.596206
-0.33,34,8.633119
-1.13,14,8.648607
-1.03,4,8.652786
-1.15,16,8.67464
-1.22,23,8.696619
-1.08,9,8.70582
-1.08,9,8.715482
-1.29,30,8.736933
-1.16,17,8.754124
-1.07,8,8.763768
-1.52,53,9.541381
-1.03,4,9.547065
-1.08,9,9.558235
-1.02,3,9.561824
-1.58,59,9.604334
-1.01,2,9.607155
-1.16,17,9.62715
-1.06,7,9.634663
-1.14,15,9.64989
-1.2,21,9.669852
-1.21,22,9.687129
-1.2,21,9.708141
-1.11,12,9.719603
-1.09,10,9.730708
-1.24,25,9.753573
-1.02,3,9.75811
-1.42,43,9.796293
-1.06,7,9.803631
-1.01,2,9.806572
-1.35,36,9.834002
-1.25,26,9.865608
-1.16,17,9.885846
-1.13,14,9.90514
-1.38,39,9.93761
-0.55,56,9.981221
-1.01,2,9.984012
-1,1,9.985995
-1,1,9.988005
-1.25,26,10.017558
-1.09,10,10.028201
-1.15,16,10.043948
-1.18,19,10.061506
-1.02,3,10.065319
-1,1,10.067339
-1.06,7,10.075257
-1.05,6,10.082053
-1.04,5,10.087631
-1.03,4,10.093107
-1.02,3,10.096905
-1.02,3,10.101747
-1.01,2,10.10579
-1.17,18,10.122216
-1.13,14,10.13509
-1,1,10.137157
-1,1,10.139471
-1.05,6,10.146728
-1.01,2,10.150716
-1.01,2,10.153283
-1.06,7,10.163453
-1.25,26,10.190046
-1.15,16,10.207482
-1.05,6,10.214386
-1.1,11,10.224667
-1.04,5,10.229422
-1.22,23,10.248847
-1.11,12,10.269124
-1.08,9,10.281358
-1.12,13,10.298104
-1,1,10.300086
-1,1,10.30212
-1.41,42,10.336213
-1.15,16,10.351219
-1.06,7,10.360059
-1.43,44,10.393327
-1.47,48,10.432477
-1.04,5,10.438468
-1,1,10.440577
-1.06,7,10.450972
-1.03,4,10.455072
-1.01,2,10.457984
-1.03,4,10.463817
-1.33,34,10.490928
-1.02,3,10.495312
-1.15,16,10.510421
-1,1,10.512622
-1.22,23,10.539367
-0.42,43,10.573303
-1.2,21,10.592152
-1.06,7,10.599197
-0.47,48,10.647683
-1.02,3,10.652488
-1.07,8,10.661024
-1.02,3,10.665809
-1.48,49,10.704913
-0.42,43,10.737697
-1.56,57,10.783077
-1.12,13,10.795535
-1.04,5,10.803221
-1,1,10.80524
-1.06,7,10.811955
-1.23,24,10.832686
-1.01,2,10.835799
-1.08,9,10.845373
-1.45,46,10.882813
-1,1,10.884488
-1.18,19,10.900677
-1.23,24,10.924435
-1.07,8,10.935197
-1.46,47,10.977104
-1.03,104,11.049528
-1.03,4,11.053749
-1.05,6,11.063169
-1,1,11.065122
-1.33,34,11.092849
-1.04,5,11.100137
-1.01,2,11.10309
-1.63,64,11.153063
-1.21,22,11.174745
-1.29,30,11.198129
-1.07,8,11.209541
-1.09,10,11.219344
-1,1,11.22144
-1.02,3,11.225155
-1.01,2,11.22793
-1.08,9,11.239177
-1.17,18,11.258183
-1.03,4,11.263594
-1.02,3,11.267355
-1.02,3,11.273049
-1,1,11.275152
-1.04,5,11.282535
-1,1,11.284512
-1.09,10,11.292783
-1.37,38,11.323974
-1.13,14,11.340954
-1.03,4,11.346049
-1.02,3,11.352556
-1.15,16,11.36605
-1.75,76,12.146282
-1.15,16,12.160704
-1.21,22,12.179514
-1.09,10,12.190798
-1.33,34,12.217131
-1.54,55,12.259644
-1,1,12.261744
-1.11,12,12.271934
-1.01,2,12.274703
-1.19,20,12.289842
-1.03,4,12.297367
-1.01,2,12.30024
-1,1,12.302467
-1.04,5,12.307545
-1.4,41,12.340096
-1.22,23,12.363238
-1.09,10,12.375392
-1.07,8,12.383231
-1.02,3,12.386558
-1.12,13,12.399284
-1.13,14,12.415098
-1.24,25,12.436529
-1.11,12,12.450236
-1,1,12.45235
-1.04,5,12.458549
-1.24,25,12.481433
-1.29,30,12.508987
-1.64,65,12.554308
-1.25,26,12.578508
-1.08,9,12.587063
-1.19,20,12.610842
-1.32,33,12.637158
-1.14,15,12.650827
-1.15,16,12.667687
-1.39,40,12.699077
-1.23,24,12.71921
-0.35,36,12.747292
-1.78,79,12.808279
-1.32,33,12.834862
-1.27,28,12.857124
-1.01,2,12.861157
-1.02,3,12.864908
-1.29,30,12.887743
-1.05,6,12.895487
-1,1,12.897518
-1.03,4,12.902626
-1,1,12.904535
-1.13,14,12.918204
-0.5,51,12.956817
-1.26,27,12.98134
-1.04,5,12.987756
-1.08,9,12.996677
-0.2,21,13.014486
-0.36,37,13.044462
-1,1,13.046607
-0.73,74,13.102287
-1.1,11,13.112673
-1.03,4,13.119299
-1.05,6,13.126029
-1.14,15,13.142826
-1.23,24,13.164742
-1.06,7,13.1709
-1.03,4,13.177431
-1.58,59,13.222427
-1.19,20,13.239517
-1.03,4,13.243865
-1.05,6,13.250866
-1.25,26,13.275891
-1.19,20,13.295861
-1.72,73,13.348647
-1.26,27,13.375264
-1.16,17,13.390705
-1.01,2,13.393502
-1.05,6,13.400044
-1.38,39,13.432555
-1,1,13.434654
-1.38,39,13.464942
-1.01,2,13.467699
-1.06,7,13.476069
-1.07,8,13.484338
-1.06,7,13.493218
-1.01,2,13.496092
-1.17,18,13.513591
-1.2,21,13.532796
-1,1,13.534892
-1.31,32,13.562996
-1.21,22,13.582353
-1.14,15,13.602225
