#{"t_start": 1627293613.616617, "env_id": null}
r,l,t
-1.23,24,158.2249
-0.21,22,158.24191
-0.15,16,158.255744
-0.25,26,158.278339
-0.18,19,158.293707
-1.12,13,158.304522
-0.26,27,158.328797
-0.22,23,158.350996
-0.2,21,158.37066
-0.21,22,158.391922
-1.18,19,158.408254
-0.19,20,158.425652
-0.25,26,158.448116
-1.13,14,158.460116
-0.24,25,158.483653
-0.33,34,158.512711
-0.24,25,158.534039
-0.26,27,158.556903
-0.27,28,158.581084
-0.24,25,158.60251
-0.18,19,158.617296
-0.24,25,158.640761
-0.28,29,158.664053
-0.22,23,158.684473
-0.24,25,158.705188
-0.21,22,158.724476
-0.19,20,158.743155
-1.2,21,158.763731
-0.23,24,158.784949
-0.25,26,158.808763
-1.14,15,158.821298
-1.16,17,158.835277
-0.24,25,159.758879
-0.2,21,159.779378
-0.21,22,159.797009
-1.2,21,159.816256
-0.2,21,159.836887
-1.14,15,159.851662
-0.24,25,159.874247
-0.19,20,159.890746
-0.18,19,159.906962
-0.18,19,159.922658
-0.23,24,159.944483
-0.23,24,159.966076
-0.19,20,159.983377
-0.18,19,160.003261
-0.28,29,160.030946
-1.14,15,160.044488
-0.2,21,160.06173
-0.26,27,160.087618
-0.22,23,160.108497
-0.16,17,160.123823
-0.2,21,160.141553
-0.34,35,160.177336
-0.23,24,160.196636
-0.21,22,160.214246
-0.17,18,160.230143
-0.16,17,160.244561
-0.23,24,160.263093
-0.18,19,160.280399
-0.17,18,160.298654
-0.2,21,160.316293
-0.26,27,160.340734
-0.2,21,160.360008
-0.2,21,160.377431
-0.16,17,160.392306
-0.27,28,160.418683
-0.22,23,160.437001
-0.22,23,160.455431
-0.21,22,160.476079
-0.2,21,160.495064
-0.33,34,160.536985
-0.19,20,160.553935
-0.15,16,160.569108
-0.21,22,160.587476
-0.27,28,160.614197
-0.16,17,160.628616
-0.21,22,160.650029
-0.19,20,160.671029
-0.21,22,160.691874
-0.22,23,160.711093
-0.22,23,160.730245
-1.16,17,160.744874
-0.21,22,160.765684
-0.21,22,160.78467
-0.25,26,160.807905
-0.21,22,160.824893
-0.21,22,160.844603
-0.19,20,160.866969
-0.25,26,160.891453
-0.16,17,160.911146
-0.22,23,160.941828
-0.23,24,160.96378
-0.24,25,160.9879
-0.25,26,161.01464
-1.16,17,161.031036
-0.23,24,161.052325
-0.18,19,161.068301
-1.22,23,161.088149
-0.16,17,161.104089
-0.21,22,161.124752
-0.26,27,161.150876
-0.14,15,161.165858
-0.16,17,161.18026
-0.2,21,161.198285
-0.22,23,161.218149
-0.22,23,161.24035
-0.22,23,161.260329
-0.22,23,161.278724
-0.25,26,161.303147
-0.18,19,161.318731
-1.12,13,161.329869
-0.19,20,161.346355
-0.21,22,161.364661
-0.24,25,161.389139
-1.28,29,161.417671
-0.2,21,161.438035
-0.24,25,161.458231
-0.18,19,161.478715
-0.23,24,161.517694
-0.16,17,161.532639
-0.19,20,161.549978
-0.13,14,161.563682
-0.13,14,161.575847
-1.12,13,161.590064
-0.2,21,161.610333
-1.13,14,161.623442
-0.2,21,162.430168
-0.26,27,162.45162
-0.15,16,162.466288
-1.15,16,162.480824
-0.19,20,162.503587
-0.23,24,162.526905
-0.16,17,162.543206
-0.27,28,162.567262
-0.26,27,162.591321
-1.17,18,162.606568
-0.23,24,162.628446
-0.19,20,162.644346
-0.15,16,162.658112
-0.29,30,162.686991
-0.29,30,162.718872
-0.34,35,162.752521
-0.15,16,162.767409
-0.32,33,162.799232
-0.26,27,162.823695
-0.14,15,162.838196
-0.29,30,162.864352
-0.21,22,162.882581
-0.19,20,162.900119
-0.22,23,162.923037
-0.23,24,162.944323
-0.26,27,162.968923
-0.18,19,162.984453
-0.18,19,163.003143
-0.25,26,163.026022
-0.27,28,163.050478
-0.23,24,163.071512
-0.25,26,163.098587
-0.16,17,163.112671
-0.26,27,163.135163
-0.25,26,163.158407
-0.25,26,163.183515
-0.27,28,163.206605
-1.15,16,163.220225
-0.18,19,163.234989
-0.29,30,163.261155
-0.24,25,163.283185
-0.23,24,163.304567
-0.24,25,163.324484
-0.19,20,163.340147
-0.22,23,163.360412
-0.19,20,163.378269
-0.21,22,163.396237
-0.2,21,163.414386
-0.22,23,163.434242
-0.18,19,163.450882
-0.26,27,163.477292
-0.2,21,163.495521
-0.23,24,163.514204
-0.24,25,163.535265
-0.15,16,163.549307
-0.27,28,163.572765
-0.23,24,163.594888
-0.34,35,163.629652
-0.26,27,163.656263
-0.25,26,163.67959
-0.19,20,163.696275
-0.24,25,163.717771
-0.22,23,163.737829
-0.21,22,163.759645
-0.2,21,163.778423
-0.21,22,163.796299
-0.24,25,163.821887
-1.09,10,163.831489
-0.25,26,163.854518
-0.2,21,163.873079
-0.24,25,163.897342
-0.2,21,163.915095
-0.19,20,163.930928
-0.17,18,163.947347
-1.18,19,163.963519
-0.23,24,163.984062
-0.21,22,164.004687
-0.21,22,164.025937
-0.28,29,164.05605
-0.2,21,164.07562
-0.23,24,164.097179
-0.19,20,164.113494
-0.21,22,164.135755
-0.23,24,164.154296
-0.19,20,164.171236
-0.25,26,164.194478
-0.25,26,164.216936
-0.22,23,164.239373
-0.24,25,164.263941
-0.22,23,165.19381
-0.22,23,165.212304
-0.22,23,165.23003
-0.19,20,165.247112
-0.31,32,165.275654
-0.21,22,165.296762
-0.27,28,165.319864
-0.21,22,165.33854
-0.21,22,165.361198
-0.21,22,165.380328
-0.27,28,165.406174
-0.13,14,165.417758
-0.22,23,165.439142
-1.12,13,165.449991
-0.21,22,165.470001
-0.19,20,165.487232
-0.23,24,165.510157
-1.11,12,165.520475
-0.17,18,165.534748
-0.24,25,165.559918
-1.12,13,165.57164
-0.22,23,165.592769
-0.18,19,165.611992
-0.19,20,165.628097
-1.13,14,165.641729
-0.22,23,165.663342
-0.23,24,165.683618
-1,1,165.685962
-0.17,18,165.70255
-0.17,18,165.717378
-1.14,15,165.730278
-0.21,22,165.747671
-1.15,16,165.761483
-0.16,17,165.777413
-0.2,21,165.795968
-1.15,16,165.8096
-0.21,22,165.828076
-0.19,20,165.848643
-0.3,31,165.871977
-0.19,20,165.890194
-1.11,12,165.901816
-0.18,19,165.927159
-0.27,28,165.953632
-0.21,22,165.975991
-0.26,27,166.002424
-0.13,14,166.016333
-0.19,20,166.035973
-0.22,23,166.056653
-0.26,27,166.08169
-0.18,19,166.097402
-0.21,22,166.119435
-0.2,21,166.139168
-0.2,21,166.161641
-0.29,30,166.194073
-0.19,20,166.21992
-0.24,25,166.242374
-0.21,22,166.263771
-0.19,20,166.282212
-0.25,26,166.303578
-0.22,23,166.325968
-0.2,21,166.345049
-0.18,19,166.362252
-0.22,23,166.382583
-0.26,27,166.408902
-0.17,18,166.424816
-0.24,25,166.451068
-0.19,20,166.471259
-0.23,24,166.4925
-0.29,30,166.524137
-0.19,20,166.549739
-0.3,31,166.581785
-0.25,26,166.603782
-0.18,19,166.621713
-0.32,33,166.657059
-0.26,27,166.68055
-0.25,26,166.703699
-0.19,20,166.720723
-0.24,25,166.741931
-0.23,24,166.761358
-0.25,26,166.785724
-0.25,26,166.809889
-0.13,14,166.82129
-0.22,23,166.844141
-0.28,29,166.873119
-0.18,19,166.893223
-1.13,14,166.905444
-0.23,24,166.926191
-1.17,18,166.94411
-0.24,25,166.964833
-0.26,27,166.988729
-0.23,24,167.010366
-0.3,31,167.035794
-0.26,27,167.05916
-0.21,22,167.846026
-0.21,22,167.866977
-0.2,21,167.885158
-0.25,26,167.907189
-0.25,26,167.928928
-0.26,27,167.951538
-0.28,29,167.975969
-0.19,20,167.993607
-0.23,24,168.0165
-0.26,27,168.041673
-0.16,17,168.055169
-0.32,33,168.086422
-0.2,21,168.103471
-1.22,23,168.12291
-0.29,30,168.146109
-0.22,23,168.165753
-0.31,32,168.193875
-0.26,27,168.21992
-0.33,34,168.247286
-0.31,32,168.274484
-1.14,15,168.287159
-0.19,20,168.303725
-0.19,20,168.319167
-0.2,21,168.336675
-0.18,19,168.352386
-0.29,30,168.381394
-1.2,21,168.400555
-0.27,28,168.423646
-0.22,23,168.44605
-0.18,19,168.462473
-0.2,21,168.483196
-0.21,22,168.501349
-1.16,17,168.516739
-0.25,26,168.542224
-0.21,22,168.560694
-0.25,26,168.584071
-0.25,26,168.606119
-1.23,24,168.62707
-0.35,36,168.654971
-0.19,20,168.672562
-0.26,27,168.69837
-0.3,31,168.723611
-0.19,20,168.739723
-0.24,25,168.763961
-0.29,30,168.788673
-0.26,27,168.811326
-0.2,21,168.83002
-1.17,18,168.846545
-0.26,27,168.871746
-0.38,39,168.903821
-0.33,34,168.932978
-0.22,23,168.952641
-1.19,20,168.971341
-0.29,30,168.99995
-0.22,23,169.020293
-0.23,24,169.041276
-0.19,20,169.058497
-0.24,25,169.078465
-0.23,24,169.1014
-0.29,30,169.128408
-0.25,26,169.151944
-0.19,20,169.171023
-0.22,23,169.19035
-0.29,30,169.216278
-0.23,24,169.237446
-0.22,23,169.257915
-0.25,26,169.28251
-0.23,24,169.301455
-0.3,31,169.32976
-0.24,25,169.35522
-0.25,26,169.379296
-0.33,34,169.409235
-0.21,22,169.429853
-0.26,27,169.451214
-1.18,19,169.46955
-0.23,24,169.491299
-0.29,30,169.519571
-0.25,26,169.541824
-0.29,30,169.571403
-0.19,20,169.590263
-0.18,19,169.606966
-0.26,27,169.632231
-0.26,27,170.452035
-0.26,27,170.473455
-0.12,13,170.484606
-0.22,23,170.505434
-0.17,18,170.52039
-0.22,23,170.542404
-0.25,26,170.56602
-0.23,24,170.587306
-0.21,22,170.607036
-0.27,28,170.63135
-0.23,24,170.650714
-0.28,29,170.677555
-0.21,22,170.698337
-0.25,26,170.722732
-0.31,32,170.752234
-0.21,22,170.772249
-0.3,31,170.801423
-0.25,26,170.825391
-0.21,22,170.847341
-1.25,26,170.871953
-0.25,26,170.893588
-1.19,20,170.913274
-0.22,23,170.935165
-0.19,20,170.953372
-0.23,24,170.972324
-0.21,22,170.992549
-0.18,19,171.010597
-0.19,20,171.028595
-0.27,28,171.054376
-0.3,31,171.080162
-0.22,23,171.100371
-0.31,32,171.129739
-0.23,24,171.150586
-1.14,15,171.164205
-0.24,25,171.187218
-0.22,23,171.206711
-0.23,24,171.225347
-0.24,25,171.247902
-0.21,22,171.267957
-0.2,21,171.284537
-0.16,17,171.300424
-0.22,23,171.322871
-0.19,20,171.340557
-0.21,22,171.360074
-0.24,25,171.381275
-0.2,21,171.398497
-0.27,28,171.424325
-0.26,27,171.447096
-0.2,21,171.465806
-0.24,25,171.486879
-0.22,23,171.506386
-0.3,31,171.532813
-0.18,19,171.548794
-1.13,14,171.56096
-0.27,28,171.584289
-0.26,27,171.609103
-0.25,26,171.633211
-0.26,27,171.658688
-0.2,21,171.677169
-0.24,25,171.699788
-0.22,23,171.718992
-0.23,24,171.741038
-0.26,27,171.766908
-0.22,23,171.786413
-0.18,19,171.802506
-0.3,31,171.830786
-0.24,25,171.851955
-0.16,17,171.865911
-0.26,27,171.889464
-0.32,33,171.915911
-0.28,29,171.941573
-0.3,31,171.965041
-0.16,17,171.980739
-0.28,29,172.004461
-0.18,19,172.020284
-1.14,15,172.033768
-0.14,15,172.048632
-0.24,25,172.070076
-0.23,24,172.092654
-0.23,24,172.122725
-0.23,24,172.147907
-0.22,23,172.169879
-0.22,23,172.192267
-0.24,25,172.215285
-0.22,23,172.243476
-0.2,21,172.264541
-0.22,23,173.105159
-0.25,26,173.132904
-0.21,22,173.153272
-0.29,30,173.182832
-0.23,24,173.203728
-0.26,27,173.228732
-0.24,25,173.25247
-0.28,29,173.282137
-0.2,21,173.299531
-0.22,23,173.319904
-0.23,24,173.343387
-0.22,23,173.365798
-0.23,24,173.389569
-0.19,20,173.406474
-0.19,20,173.424809
-0.2,21,173.443133
-0.32,33,173.473785
-0.29,30,173.502959
-0.21,22,173.520371
-0.27,28,173.544394
-0.24,25,173.565423
-0.21,22,173.586001
-0.25,26,173.609462
-0.22,23,173.629707
-1.22,23,173.652117
-0.27,28,173.677428
-0.22,23,173.699779
-0.31,32,173.735137
-0.23,24,173.757106
-0.17,18,173.771307
-0.29,30,173.800549
-0.31,32,173.829754
-0.19,20,173.847571
-0.34,35,173.881879
-0.22,23,173.90182
-0.26,27,173.924249
-0.19,20,173.940871
-0.24,25,173.960786
-0.2,21,173.978163
-0.32,33,174.003924
-0.22,23,174.027346
-0.33,34,174.055961
-0.15,16,174.06847
-0.3,31,174.097209
-0.23,24,174.119266
-0.29,30,174.149369
-0.22,23,174.168017
-0.3,31,174.19142
-0.2,21,174.209859
-0.27,28,174.235503
-0.2,21,174.253467
-0.27,28,174.27506
-1.13,14,174.286932
-0.25,26,174.310477
-0.33,34,174.342591
-0.18,19,174.358274
-0.23,24,174.379192
-0.23,24,174.400223
-0.2,21,174.418365
-0.19,20,174.435066
-0.25,26,174.459165
-0.18,19,174.475779
-0.25,26,174.497827
-0.21,22,174.516918
-0.25,26,174.543582
-0.25,26,174.566586
-1.21,22,174.584296
-0.29,30,174.616202
-0.29,30,174.643138
-0.31,32,174.669298
-0.18,19,174.685311
-0.16,17,174.69945
-0.21,22,174.716859
-0.25,26,174.742455
-0.21,22,174.760011
-0.22,23,174.78187
-0.4,41,174.820978
-0.26,27,174.845262
-1.14,15,174.858251
-0.16,17,174.872807
-0.21,22,174.890075
-0.28,29,174.915669
-0.23,24,174.936139
-0.17,18,175.745699
-0.27,28,175.772595
-0.19,20,175.791004
-1.21,22,175.814034
-1.15,16,175.826854
-0.24,25,175.850075
-0.2,21,175.868641
-0.23,24,175.890078
-0.22,23,175.911027
-0.29,30,175.942644
-0.24,25,175.964928
-0.22,23,175.984205
-1.15,16,175.998677
-0.24,25,176.022359
-0.28,29,176.049415
-0.28,29,176.077726
-0.3,31,176.108333
-0.32,33,176.137054
-0.24,25,176.156662
-0.23,24,176.176744
-0.19,20,176.193828
-0.29,30,176.222002
-0.22,23,176.245146
-0.23,24,176.265549
-1.21,22,176.285689
-0.21,22,176.305179
-0.2,21,176.32383
-0.24,25,176.345291
-0.16,17,176.360319
-0.22,23,176.381468
-0.22,23,176.403092
-0.18,19,176.419867
-1.25,26,176.443549
-0.25,26,176.467804
-0.15,16,176.480761
-0.23,24,176.502389
-0.15,16,176.515201
-0.24,25,176.536688
-1.22,23,176.555295
-1.12,13,176.565964
-0.33,34,176.598693
-0.18,19,176.614255
-0.24,25,176.636561
-0.21,22,176.654208
-0.21,22,176.673072
-0.21,22,176.691177
-0.18,19,176.7071
-0.16,17,176.723353
-0.22,23,176.745062
-0.19,20,176.762102
-0.28,29,176.789831
-0.23,24,176.811549
-0.26,27,176.834888
-0.16,17,176.849309
-0.26,27,176.87556
-0.24,25,176.898591
-0.21,22,176.919023
-0.27,28,176.945785
-0.28,29,176.973043
-0.25,26,176.992775
-0.16,17,177.008165
-0.23,24,177.027147
-0.19,20,177.042974
-0.19,20,177.065235
-0.18,19,177.082488
-0.38,39,177.120387
-1.16,17,177.135505
-0.2,21,177.154874
-0.24,25,177.17638
-0.24,25,177.198921
-0.2,21,177.2174
-0.27,28,177.245175
-0.21,22,177.263566
-0.26,27,177.289227
-0.27,28,177.316568
-0.25,26,177.34151
-0.22,23,177.362373
-0.21,22,177.381739
-0.22,23,177.400918
-0.21,22,177.421134
-0.22,23,177.443164
-1.16,17,177.457557
-0.26,27,177.479601
-0.28,29,177.507077
-0.32,33,177.537721
-0.27,28,177.561269
-0.32,33,178.328694
-0.27,28,178.352208
-0.19,20,178.371912
-1.15,16,178.387065
-1.13,14,178.39875
-0.15,16,178.412013
-0.22,23,178.432389
-0.3,31,178.462342
-0.21,22,178.482881
-0.21,22,178.501951
-0.19,20,178.519365
-0.21,22,178.54045
-0.2,21,178.55936
-0.18,19,178.575958
-0.37,38,178.614896
-0.25,26,178.639855
-0.24,25,178.662481
-0.21,22,178.682212
-0.23,24,178.702267
-0.21,22,178.720414
-0.23,24,178.739324
-0.27,28,178.765303
-0.2,21,178.784069
-0.2,21,178.802695
-0.42,43,178.843521
-0.23,24,178.863687
-0.27,28,178.890557
-0.2,21,178.907684
-0.27,28,178.933478
-0.21,22,178.952525
-0.26,27,178.974943
-1.05,6,178.983569
-0.32,33,179.012211
-0.17,18,179.030041
-0.2,21,179.049363
-0.27,28,179.075346
-0.17,18,179.092959
-0.24,25,179.113517
-0.29,30,179.141791
-0.3,31,179.168029
-0.29,30,179.193356
-0.2,21,179.21379
-0.2,21,179.231739
-0.26,27,179.256151
-0.27,28,179.283014
-1.13,14,179.294984
-0.2,21,179.311577
-0.3,31,179.340934
-0.21,22,179.361752
-0.23,24,179.38357
-0.28,29,179.410618
-0.24,25,179.432
-0.2,21,179.450666
-0.23,24,179.471159
-0.24,25,179.494659
-0.16,17,179.509041
-0.25,26,179.532951
-0.2,21,179.552859
-0.28,29,179.57836
-0.28,29,179.608057
-0.17,18,179.623185
-0.21,22,179.64343
-0.28,29,179.670095
-0.26,27,179.690211
-0.24,25,179.713188
-0.23,24,179.734647
-0.22,23,179.754372
-0.28,29,179.778149
-0.21,22,179.795731
-0.39,40,179.834364
-0.3,31,179.863657
-0.19,20,179.882552
-0.22,23,179.906305
-0.22,23,179.925043
-0.28,29,179.950944
-0.27,28,179.972814
-0.32,33,180.003513
-0.26,27,180.028309
-0.2,21,180.046859
-0.21,22,180.064069
-0.24,25,180.086102
-0.24,25,180.106938
-0.22,23,180.126867
-0.22,23,180.146966
-0.2,21,180.899895
-0.28,29,180.928153
-0.21,22,180.945778
-0.21,22,180.965188
-0.24,25,180.987949
-0.25,26,181.009172
-0.22,23,181.027207
-0.18,19,181.043837
-0.18,19,181.059677
-0.21,22,181.079301
-0.23,24,181.100622
-0.28,29,181.127504
-0.22,23,181.145765
-0.18,19,181.162947
-0.21,22,181.181595
-0.21,22,181.201175
-0.25,26,181.224778
-0.24,25,181.245239
-0.23,24,181.265759
-0.14,15,181.279295
-1.19,20,181.298407
-0.21,22,181.315853
-0.22,23,181.335776
-0.24,25,181.358675
-0.24,25,181.381694
-0.21,22,181.400786
-0.24,25,181.423984
-0.26,27,181.445793
-0.22,23,181.465335
-0.2,21,181.484425
-0.23,24,181.504601
-0.29,30,181.529727
-0.2,21,181.549036
-0.25,26,181.56946
-0.18,19,181.585791
-0.25,26,181.609354
-0.17,18,181.624699
-0.17,18,181.641361
-0.19,20,181.658551
-0.21,22,181.676583
-0.2,21,181.695303
-1.2,21,181.714462
-0.18,19,181.72945
-0.26,27,181.751461
-0.25,26,181.776328
-0.29,30,181.803611
-0.2,21,181.821875
-0.2,21,181.840075
-0.24,25,181.862548
-0.23,24,181.885791
-0.23,24,181.906736
-0.22,23,181.925513
-0.19,20,181.943372
-0.26,27,181.970559
-0.23,24,181.990635
-0.21,22,182.011937
-0.19,20,182.028343
-0.12,13,182.038305
-1.14,15,182.050212
-0.2,21,182.068286
-0.21,22,182.08598
-0.2,21,182.105313
-0.17,18,182.120603
-0.24,25,182.143413
-0.22,23,182.164146
-0.23,24,182.183717
-0.2,21,182.202787
-0.21,22,182.222802
-0.27,28,182.249203
-0.23,24,182.269242
-0.15,16,182.282584
-0.18,19,182.297235
-0.22,23,182.317693
-0.22,23,182.339414
-0.19,20,182.356978
-1.18,19,182.372535
-0.27,28,182.393616
-0.34,35,182.430053
-0.25,26,182.45093
-0.21,22,182.47165
-0.21,22,182.489106
-0.22,23,182.509915
-0.18,19,182.526888
-0.23,24,182.547039
-0.18,19,182.562516
-0.24,25,182.585084
-0.2,21,182.603499
-0.26,27,182.627677
-0.34,35,182.66154
-0.22,23,182.681002
-0.15,16,183.432203
-0.29,30,183.458427
-0.17,18,183.472846
-0.17,18,183.487308
-0.24,25,183.508916
-0.22,23,183.527019
-0.17,18,183.543753
-0.22,23,183.563816
-0.21,22,183.584456
-0.18,19,183.600193
-0.22,23,183.619857
-0.22,23,183.647082
-0.39,40,183.708258
-0.27,28,183.73189
-0.26,27,183.761074
-0.18,19,183.778604
-0.22,23,183.796674
-0.26,27,183.822731
-0.2,21,183.83991
-0.19,20,183.856545
-0.17,18,183.871354
-0.24,25,183.893325
-0.19,20,183.909294
-0.21,22,183.928611
-0.23,24,183.950811
-0.25,26,183.975104
-1,1,183.97741
-0.17,18,183.992072
-0.25,26,184.015077
-0.23,24,184.036554
-0.19,20,184.051739
-0.26,27,184.074709
-0.16,17,184.089537
-0.23,24,184.110359
-0.17,18,184.126115
-0.19,20,184.144442
-0.22,23,184.165099
-0.25,26,184.187744
-0.25,26,184.212977
-0.13,14,184.225325
-0.22,23,184.245789
-0.2,21,184.263427
-0.21,22,184.28253
-0.2,21,184.30072
-0.21,22,184.3203
-0.23,24,184.339654
-0.19,20,184.357549
-1.14,15,184.370451
-0.2,21,184.387501
-0.26,27,184.420033
-0.21,22,184.451108
-0.24,25,184.478667
-0.16,17,184.493982
-0.21,22,184.513904
-0.25,26,184.538498
-0.27,28,184.56079
-0.24,25,184.58413
-0.17,18,184.598943
-0.19,20,184.616952
-0.22,23,184.636893
-0.26,27,184.660498
-0.24,25,184.682966
-0.14,15,184.696086
-0.19,20,184.712138
-0.29,30,184.742201
-0.2,21,184.760485
-0.21,22,184.778568
-0.21,22,184.795305
-0.16,17,184.809865
-0.25,26,184.831117
-0.22,23,184.851097
-0.22,23,184.871256
-0.22,23,184.891393
-0.19,20,184.909227
-0.2,21,184.927912
-0.25,26,184.951092
-0.22,23,184.970716
-0.22,23,184.992274
-0.22,23,185.012658
-0.31,32,185.045293
-0.24,25,185.073913
-0.18,19,185.105036
-0.22,23,185.124805
-0.27,28,185.150254
-0.24,25,185.171044
-0.22,23,185.191378
-0.26,27,185.217049
-0.19,20,185.235489
-0.15,16,185.249855
-0.25,26,185.272321
-0.17,18,185.290224
-0.25,26,186.063695
-0.2,21,186.080962
-0.23,24,186.103613
-0.19,20,186.121515
-0.22,23,186.143808
-0.25,26,186.167274
-1.1,11,186.176936
-0.16,17,186.1907
-0.18,19,186.207668
-0.21,22,186.226198
-0.22,23,186.245376
-0.18,19,186.261954
-0.21,22,186.282484
-0.22,23,186.30537
-0.18,19,186.322038
-0.2,21,186.338039
-0.2,21,186.354424
-0.18,19,186.371057
-0.2,21,186.387891
-0.21,22,186.407272
-0.21,22,186.426225
-0.26,27,186.448584
-1.11,12,186.458329
-0.28,29,186.481538
-0.2,21,186.499466
-0.24,25,186.518413
-0.16,17,186.533483
-0.24,25,186.556005
-0.2,21,186.576157
-0.23,24,186.595806
-0.22,23,186.616999
-0.25,26,186.63751
-0.21,22,186.655597
-0.22,23,186.674594
-1.15,16,186.690005
-0.21,22,186.71005
-0.22,23,186.731169
-0.26,27,186.752444
-0.2,21,186.770152
-0.23,24,186.791834
-0.23,24,186.81308
-1.12,13,186.825926
-0.2,21,186.843111
-0.23,24,186.862379
-0.18,19,186.878539
-0.21,22,186.897142
-1.12,13,186.908889
-0.22,23,186.927919
-0.19,20,186.946829
-0.26,27,186.973069
-0.12,13,186.984229
-0.24,25,187.007523
-0.26,27,187.034882
-0.16,17,187.04957
-0.17,18,187.066433
-1.21,22,187.08326
-0.2,21,187.101843
-0.24,25,187.122191
-0.19,20,187.139858
-0.19,20,187.156883
-0.21,22,187.179213
-1.12,13,187.191796
-0.19,20,187.210027
-0.16,17,187.22489
-0.23,24,187.251467
-0.23,24,187.273118
-0.2,21,187.292691
-0.27,28,187.316187
-0.21,22,187.334773
-0.24,25,187.355798
-0.19,20,187.372957
-0.2,21,187.392695
-0.2,21,187.412385
-0.2,21,187.431555
-0.26,27,187.457803
-0.2,21,187.477085
-0.18,19,187.494484
-0.2,21,187.512455
-0.25,26,187.535477
-0.2,21,187.55621
-0.2,21,187.573703
-0.22,23,187.591685
-0.2,21,187.612176
-0.23,24,187.632279
-0.2,21,187.651175
-0.16,17,187.665564
-0.17,18,187.68103
-0.22,23,187.698741
-0.17,18,187.714701
-0.17,18,187.729852
-0.19,20,187.746625
-0.17,18,187.762552
-0.18,19,187.778817
-0.19,20,187.796556
-0.19,20,187.813826
-0.28,29,187.840075
-0.16,17,187.853657
-0.26,27,188.634045
-0.21,22,188.652018
-0.21,22,188.669627
-0.17,18,188.684507
-1.18,19,188.69912
-0.13,14,188.710663
-0.2,21,188.728174
-0.3,31,188.750524
-0.2,21,188.769409
-0.26,27,188.790548
-0.25,26,188.814001
-0.23,24,188.832882
-0.23,24,188.852593
-0.28,29,188.876877
-0.2,21,188.89269
-0.22,23,188.909763
-0.17,18,188.923362
-0.22,23,188.945576
-0.17,18,188.960214
-0.21,22,188.981316
-0.23,24,189.00337
-0.19,20,189.020316
-0.24,25,189.04094
-0.24,25,189.064437
-0.19,20,189.080451
-0.25,26,189.104123
-0.22,23,189.125585
-0.21,22,189.143115
-0.17,18,189.157269
-0.17,18,189.170844
-0.18,19,189.186958
-0.19,20,189.206212
-0.22,23,189.22419
-1.12,13,189.234041
-0.24,25,189.257284
-0.25,26,189.279727
-1.1,11,189.290248
-0.21,22,189.308306
-0.2,21,189.32645
-0.21,22,189.344235
-0.18,19,189.35913
-0.26,27,189.382155
-1.12,13,189.394365
-0.22,23,189.414362
-1.14,15,189.427504
-0.2,21,189.444572
-0.22,23,189.464134
-1.22,23,189.482348
-0.25,26,189.506322
-1.12,13,189.518829
-0.25,26,189.538677
-0.27,28,189.564072
-0.2,21,189.584159
-0.27,28,189.608781
-0.16,17,189.624095
-0.19,20,189.641912
-0.23,24,189.665192
-1.18,19,189.683744
-0.18,19,189.698321
-0.21,22,189.717649
-0.19,20,189.734781
-0.21,22,189.752312
-0.2,21,189.770286
-1.19,20,189.787258
-0.21,22,189.806294
-0.27,28,189.833671
-0.26,27,189.854429
-0.3,31,189.879994
-1.2,21,189.898864
-0.21,22,189.916919
-0.25,26,189.940996
-0.17,18,189.959043
-1.18,19,189.975375
-0.21,22,189.993699
-0.17,18,190.010652
-1.19,20,190.027673
-0.22,23,190.047569
-0.25,26,190.070878
-0.17,18,190.085542
-0.22,23,190.105438
-0.27,28,190.132667
-0.23,24,190.155178
-0.19,20,190.173985
-0.23,24,190.196134
-1.11,12,190.206694
-1.12,13,190.21734
-1.17,18,190.232455
-0.18,19,190.249637
-0.25,26,190.271585
-0.2,21,190.292389
-0.17,18,190.307563
-0.16,17,190.321645
-0.22,23,190.341107
-0.25,26,190.363327
-0.17,18,190.3786
-0.14,15,191.245569
-0.23,24,191.264129
-0.21,22,191.284276
-0.22,23,191.303474
-1.12,13,191.314738
-0.26,27,191.336804
-0.2,21,191.352415
-0.22,23,191.3705
-0.21,22,191.388693
-0.22,23,191.407567
-0.21,22,191.426931
-0.2,21,191.445509
-0.17,18,191.458892
-0.24,25,191.477723
-0.18,19,191.491839
-0.26,27,191.51645
-0.24,25,191.536794
-0.24,25,191.558006
-0.17,18,191.572618
-0.2,21,191.589477
-0.21,22,191.608045
-0.23,24,191.630022
-0.25,26,191.650791
-0.23,24,191.669736
-0.19,20,191.685038
-0.18,19,191.70172
-1.17,18,191.716856
-0.3,31,191.741708
-0.24,25,191.763896
-0.18,19,191.779091
-0.19,20,191.795969
-0.22,23,191.816046
-0.23,24,191.835872
-0.22,23,191.854117
-0.17,18,191.869783
-0.23,24,191.892344
-0.19,20,191.909967
-1.19,20,191.927048
-0.25,26,191.949982
-0.19,20,191.966243
-0.23,24,191.987794
-0.22,23,192.009486
-0.21,22,192.028555
-0.18,19,192.04556
-0.15,16,192.059557
-0.22,23,192.079297
-1.12,13,192.090933
-1.1,11,192.101317
-0.2,21,192.118775
-0.19,20,192.135134
-0.2,21,192.153651
-0.21,22,192.173842
-0.16,17,192.188091
-0.15,16,192.20166
-0.2,21,192.219068
-0.29,30,192.24457
-0.16,17,192.260377
-0.15,16,192.273324
-0.21,22,192.291211
-0.29,30,192.315713
-0.22,23,192.334681
